destination,origin,valueCars,valueCoal,valueCoffee,valueIron_Steel,valueNaturalGas,valueOil,destination_fullname,origin_fullname,period,unitcode,unit,year,contig,comlang_off,comlang_ethno,comcol,col45,distw,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,area_o,area_d,tdiff,heg_o,heg_d,conflict,indepdate,comcur,comrelig,comleg_pretrans,comleg_posttrans,transition_legalchange,legold_o,legold_d,legnew_o,legnew_d,gatt_o,gatt_d,fta_wto,fta_hmr,eu_o,eu_d
EEC,PAK,122252,,48,1227697,,3,European Union,Pakistan,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,PAK,,,,10539,,,Egypt,Pakistan,Annual,USD,US$,2016,0,0,1,0,0,3833.436093364906,188.9248809814453,91.50808715820313,271049883648,330778542080,1434.6967,3614.7466,882872,1001449,3,0,0,,,0,.79185003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
HKG,PAK,,,,5905,,,"Hong Kong, China",Pakistan,Annual,USD,US$,2016,0,1,1,1,0,4412.789139616585,188.9248809814453,7.305699825286865,271049883648,309234499584,1434.6967,42327.84,882872,1092,3,0,0,,,0,.005835,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
IDN,PAK,,,,705571,,,Indonesia,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,5554.010648412705,188.9248809814453,257.5638122558594,271049883648,861933993984,1434.6967,3346.4871,882872,1933658,3,0,0,,,0,.42063102,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
JOR,PAK,,,,70232,,,Jordan,Pakistan,Annual,USD,US$,2016,0,0,1,1,0,3358.623095367718,188.9248809814453,7.594546794891357,271049883648,37517410304,1434.6967,4940.0459,882872,91862,3,0,0,,,0,.90034902,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
JPN,PAK,422987,,,25479,,,Japan,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,6211.288548468971,188.9248809814453,126.9584732055664,271049883648,4123257733120,1434.6967,32477.215,882872,377801,4,0,0,,,0,.000102,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
KOR,PAK,,,19,10817,,,"Korea, Republic of",Pakistan,Annual,USD,US$,2016,0,0,1,0,0,5303.875522088623,188.9248809814453,50.61704635620117,271049883648,1377873166336,1434.6967,27221.525,882872,99484,4,0,0,,,0,.001171,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
MEX,PAK,,,,436,,,Mexico,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,14235.06874262199,188.9248809814453,127.0172271728516,271049883648,1143793123328,1434.6967,9005.0234,882872,1967210,12,0,0,,,0,.0048309998,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MLI,PAK,8996,,,,,,Mali,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,8140.494283143616,188.9248809814453,17.59969329833984,271049883648,12746688512,1434.6967,724.25629,882872,1240142,5,0,0,,,0,.77445102,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MUS,PAK,,,,93,,,Mauritius,Pakistan,Annual,USD,US$,2016,0,1,1,1,0,5677.214880072975,188.9248809814453,1.262604951858521,271049883648,11681761280,1434.6967,9252.1113,882872,2045,1,0,0,,,0,.160384,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MYS,PAK,,,1318,65271,,,Malaysia,Pakistan,Annual,USD,US$,2016,0,0,0,1,0,4556.429772795295,188.9248809814453,30.33100700378418,271049883648,296283176960,1434.6967,9768.3262,882872,329758,3,0,0,,,0,.47844404,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
NOR,PAK,,,,608,,,Norway,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,5671.841082459831,188.9248809814453,5.195920944213867,271049883648,386578448384,1434.6967,74400.375,882872,323752,4,0,0,,,0,.0088070007,0,0,0,uk,sc,uk,sc,1,1,0,,0,0
NZL,PAK,,,,155,,,New Zealand,Pakistan,Annual,USD,US$,2016,0,1,1,0,0,13126.07825412598,188.9248809814453,4.595699787139893,271049883648,173754073088,1434.6967,37807.969,882872,268676,7.375,0,0,,,0,.0039670002,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
PER,PAK,,,,119,,,Peru,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,16056.26472430496,188.9248809814453,31.37667083740234,271049883648,189111140352,1434.6967,6027.126,882872,1285216,10,0,0,,,0,.0049709999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
PHL,PAK,19277,,,,,,Philippines,Pakistan,Annual,USD,US$,2016,0,1,1,0,0,5549.693727437591,188.9248809814453,100.6993942260742,271049883648,292451385344,1434.6967,2904.2021,882872,300000,3,0,0,,,0,.046133004,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SAU,PAK,,,,1394011,,,"Saudi Arabia, Kingdom of",Pakistan,Annual,USD,US$,2016,0,0,0,0,0,2808.437790525818,188.9248809814453,31.54037284851074,271049883648,646001852416,1434.6967,20481.744,882872,2153168,2,0,0,,,0,.95639706,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
SGP,PAK,,,,164056,,11313905,Singapore,Pakistan,Annual,USD,US$,2016,0,1,1,1,0,4708.465109617805,188.9248809814453,5.5350022315979,271049883648,292739317760,1434.6967,52888.746,882872,646,3,0,0,,,0,.16887501,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
TCD,PAK,,,,22489,,,Chad,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,5976.165201332855,188.9248809814453,14.03747177124023,271049883648,10888798208,1434.6967,775.69513,882872,1284005,4,0,0,,,0,.42789802,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
THA,PAK,10731,,,19493,,,Thailand,Pakistan,Annual,USD,US$,2016,0,0,0,0,0,3559.737508640957,188.9248809814453,67.95935821533203,271049883648,395168022528,1434.6967,5814.77,882872,513115,2,0,0,,,0,.037788004,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
USA,PAK,,,,10617186,,,United States of America,Pakistan,Annual,USD,US$,2016,0,1,1,0,0,12267.36213657761,188.9248809814453,321.4188232421875,271049883648,18036648050688,1434.6967,56115.719,882872,9529106,11.5,0,0,,,0,.012732,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ZAF,PAK,,,,6004728,,,South Africa,Pakistan,Annual,USD,US$,2016,0,1,1,0,0,7992.12108237648,188.9248809814453,54.9569206237793,271049883648,314571948032,1434.6967,5723.9731,882872,1219912,3,0,0,,,0,.016224001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ZWE,PAK,46122,,,28,,,Zimbabwe,Pakistan,Annual,USD,US$,2016,0,1,1,1,0,6855.458733053017,188.9248809814453,15.60275077819824,271049883648,14419185664,1434.6967,924.1438,882872,390759,3,0,0,,,0,.011144,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
AUS,PAN,,,1980289,,,,Australia,Panama,Annual,USD,US$,2016,0,0,0,0,0,14580.70970091515,3.929141044616699,23.78116989135742,52132290560,1339140472832,13268.114,56310.957,75648,7686848,9.6499996,0,0,,,0,.26391,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BFA,PAN,8758,,,,,,Burkina Faso,Panama,Annual,USD,US$,2016,0,0,0,0,0,8510.036195543098,3.929141044616699,18.10556983947754,52132290560,10678202368,13268.114,589.77441,75648,274200,5,0,0,,,0,.096681997,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
BHR,PAN,3191,,,,,,"Bahrain, Kingdom of",Panama,Annual,USD,US$,2016,0,0,0,0,0,13431.66531412239,3.929141044616699,1.37723696231842,52132290560,31125850112,13268.114,22600.215,75648,678,8,0,0,,,0,.050018001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BLZ,PAN,18459,,,1913,,,Belize,Panama,Annual,USD,US$,2016,0,1,1,0,0,1319.968784832025,3.929141044616699,.3592869937419891,52132290560,1752861184,13268.114,4878.7217,75648,22963,1,0,0,,,0,.574664,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BOL,PAN,,,,2027,703,,"Bolivia, Plurinational State of",Panama,Annual,USD,US$,2016,0,1,1,0,0,3328.412983758736,3.929141044616699,10.72470474243164,52132290560,32997685248,13268.114,3076.792,75648,1098581,1,0,0,,,0,.78744602,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CAN,PAN,,,338479,95759,,,Canada,Panama,Annual,USD,US$,2016,0,0,0,0,0,4499.741909565735,3.929141044616699,35.85177230834961,52132290560,1550536540160,13268.114,43248.531,75648,9976139,.41666651,0,0,,,0,.411762,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
CHE,PAN,,,81526,,,,Switzerland,Panama,Annual,USD,US$,2016,0,0,0,0,0,9134.307300049592,3.929141044616699,8.286975860595703,52132290560,670789926912,13268.114,80945.078,75648,41288,6,0,0,,,0,.47139898,0,0,0,fr,ge,fr,ge,1,1,1,,0,0
CHL,PAN,23733,,23785,5675,,,Chile,Panama,Annual,USD,US$,2016,0,1,1,0,0,4792.578482052421,3.929141044616699,17.94814109802246,52132290560,240796385280,13268.114,13416.229,75648,756945,0,0,0,,,0,.698838,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CHN,PAN,,,1430219,1286805,,,China,Panama,Annual,USD,US$,2016,0,0,0,0,0,14729.30100166206,3.929141044616699,1371.219970703125,52132290560,11007720161280,13268.114,8027.6836,75648,9572378,11,0,0,,,0,.0010800001,0,0,0,fr,so,fr,ge,1,1,0,,0,0
CHT,PAN,,,3849600,6393600,,,Chinese Taipei,Panama,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,PAN,40286,,,147970,,,Colombia,Panama,Annual,USD,US$,2016,1,1,1,0,0,733.5343131110668,3.929141044616699,48.22870254516602,52132290560,292080156672,13268.114,6056.1479,75648,1141748,0,0,0,,,0,.82165802,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CRI,PAN,2487911,,,233888,382032,,Costa Rica,Panama,Annual,USD,US$,2016,1,1,1,0,0,464.8168560044944,3.929141044616699,4.807849884033203,52132290560,54136836096,13268.114,11260.093,75648,51076,1,0,0,,,0,.77226597,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CUB,PAN,89992,,4,6911,,,Cuba,Panama,Annual,USD,US$,2016,0,1,1,0,0,1498.764291861009,3.929141044616699,11.38956165313721,52132290560,,13268.114,,75648,110861,0,0,0,,,0,.272416,0,1,1,fr,so,fr,fr,1,1,0,,0,0
DOM,PAN,,,,9041,,,Dominican Republic,Panama,Annual,USD,US$,2016,0,1,1,0,0,1546.436035787106,3.929141044616699,10.52839088439941,52132290560,68102619136,13268.114,6468.4736,75648,48734,1,0,0,,,0,.82182801,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
EEC,PAN,458708,,5392044,575702,,,European Union,Panama,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,PAN,5353,,,,,,Guyana,Panama,Annual,USD,US$,2016,0,0,0,0,0,2447.175441132498,3.929141044616699,.7670850157737732,52132290560,3166029056,13268.114,4127.3511,75648,214970,1,0,0,,,0,.16641,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
HKG,PAN,,,249530,11742,,,"Hong Kong, China",Panama,Annual,USD,US$,2016,0,0,0,0,0,16225.62320468445,3.929141044616699,7.305699825286865,52132290560,309234499584,13268.114,42327.84,75648,1092,11,0,0,,,0,.071275003,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
IND,PAN,,,,253951,,,India,Panama,Annual,USD,US$,2016,0,0,0,0,0,15760.65832136459,3.929141044616699,1311.050537109375,52132290560,2095398387712,13268.114,1598.259,75648,3287590,10.5,0,0,,,0,.016842,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
JPN,PAN,,,2340226,53339,,,Japan,Panama,Annual,USD,US$,2016,0,0,0,0,0,13697.15522048225,3.929141044616699,126.9584732055664,52132290560,4123257733120,13268.114,32477.215,75648,377801,10,0,0,,,0,.005568,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
KNA,PAN,5959,,,,,,Saint Kitts and Nevis,Panama,Annual,USD,US$,2016,0,0,0,0,0,2543.350509209204,3.929141044616699,.0555719994008541,52132290560,876478528,13268.114,15771.945,75648,269,1,0,0,,,0,.09674,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
KOR,PAN,27633,,1913076,2688247,7833654,,"Korea, Republic of",Panama,Annual,USD,US$,2016,0,0,0,0,0,14195.40813272858,3.929141044616699,50.61704635620117,52132290560,1377873166336,13268.114,27221.525,75648,99484,10,0,0,,,0,.039494,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
MAC,PAN,,,187,,,,"Macao, China",Panama,Annual,USD,US$,2016,0,0,0,0,0,16278.29296875,3.929141044616699,.5876060128211975,52132290560,46177533952,13268.114,78585.875,75648,25,11,0,0,,,0,.075060003,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MAR,PAN,,,481,,,,Morocco,Panama,Annual,USD,US$,2016,0,0,0,0,0,7932.198166647529,3.929141044616699,34.37751007080078,52132290560,100593287168,13268.114,2926.1365,75648,710850,5,0,0,,,0,.046429999,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MDV,PAN,,,137,,,,Maldives,Panama,Annual,USD,US$,2016,0,0,0,0,0,16769.04300389137,3.929141044616699,.4091629981994629,52132290560,3435244544,13268.114,8395.7852,75648,298,10,0,0,,,0,.045805,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
MEX,PAN,,,,106,,,Mexico,Panama,Annual,USD,US$,2016,0,1,1,0,0,2723.965326944542,3.929141044616699,127.0172271728516,52132290560,1143793123328,13268.114,9005.0234,75648,1967210,2,0,0,,,0,.805574,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
MLI,PAN,10239,,,,,,Mali,Panama,Annual,USD,US$,2016,0,0,0,0,0,7962.609740032387,3.929141044616699,17.59969329833984,52132290560,12746688512,13268.114,724.25629,75648,1240142,5,0,0,,,0,.042054001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MOZ,PAN,,,,29017,916145,,Mozambique,Panama,Annual,USD,US$,2016,0,0,0,0,0,12972.66382337608,3.929141044616699,27.97786331176758,52132290560,14807075840,13268.114,529.24255,75648,801590,7,0,0,,,0,.27628601,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MUS,PAN,101757,,,,,,Mauritius,Panama,Annual,USD,US$,2016,0,0,0,0,0,15315.23455655022,3.929141044616699,1.262604951858521,52132290560,11681761280,13268.114,9252.1113,75648,2045,9,0,0,,,0,.27304801,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
NIC,PAN,,,,7322,,,Nicaragua,Panama,Annual,USD,US$,2016,0,1,1,0,0,773.2417965128899,3.929141044616699,6.082032203674316,52132290560,12692561920,13268.114,2086.8948,75648,130670,1,0,0,,,0,.80723798,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
NOR,PAN,,,58163,,,,Norway,Panama,Annual,USD,US$,2016,0,0,0,0,0,9144.647520954704,3.929141044616699,5.195920944213867,52132290560,386578448384,13268.114,74400.375,75648,323752,6,0,0,,,0,.053451002,0,0,0,fr,sc,fr,sc,1,1,1,,0,0
NPL,PAN,,,25,,,,Nepal,Panama,Annual,USD,US$,2016,0,0,0,0,0,15658.20384994621,3.929141044616699,28.51370048522949,52132290560,21194887168,13268.114,743.32294,75648,147181,10.75,0,0,,,0,.00135,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
NZL,PAN,,,10954,,,,New Zealand,Panama,Annual,USD,US$,2016,0,0,0,0,0,11961.51524373169,3.929141044616699,4.595699787139893,52132290560,173754073088,13268.114,37807.969,75648,268676,6.625,0,0,,,0,.17865801,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
PER,PAN,7678,,,,,79453507,Peru,Panama,Annual,USD,US$,2016,0,1,1,0,0,2288.831281382418,3.929141044616699,31.37667083740234,52132290560,189111140352,13268.114,6027.126,75648,1285216,0,0,0,,,0,.80975401,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
SAU,PAN,,,51470,,,,"Saudi Arabia, Kingdom of",Panama,Annual,USD,US$,2016,0,0,0,0,0,12889.18034838638,3.929141044616699,31.54037284851074,52132290560,646001852416,13268.114,20481.744,75648,2153168,8,0,0,,,0,.045362003,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
SGP,PAN,,,219324,,,,Singapore,Panama,Annual,USD,US$,2016,0,0,0,0,0,18813.10332064705,3.929141044616699,5.5350022315979,52132290560,292739317760,13268.114,52888.746,75648,646,11,0,0,,,0,.049131997,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
SLV,PAN,,,15,,,,El Salvador,Panama,Annual,USD,US$,2016,0,1,1,0,0,1123.909634510589,3.929141044616699,6.126583099365234,52132290560,25850200064,13268.114,4219.3501,75648,21041,1,0,0,,,0,.81894797,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
SUR,PAN,8886,,,414,,,Suriname,Panama,Annual,USD,US$,2016,0,0,0,0,0,2864.415112972736,3.929141044616699,.5429750084877014,52132290560,5150291456,13268.114,9485.3193,75648,163820,2,0,0,,,0,.33088201,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
TGO,PAN,1620,,,,,,Togo,Panama,Annual,USD,US$,2016,0,0,0,0,0,8945.210667136955,3.929141044616699,7.304577827453613,52132290560,4087904000,13268.114,559.63593,75648,56785,5,0,0,,,0,.25987199,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
THA,PAN,,,39912,5360938,,,Thailand,Panama,Annual,USD,US$,2016,0,0,0,0,0,17509.7071833416,3.929141044616699,67.95935821533203,52132290560,395168022528,13268.114,5814.77,75648,513115,12,0,0,,,0,.0052590002,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
UKR,PAN,,,10572,735,,,Ukraine,Panama,Annual,USD,US$,2016,0,0,0,0,0,10919.03755384235,3.929141044616699,45.19820022583008,52132290560,90615021568,13268.114,2004.8369,75648,603677,7,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
USA,PAN,3000,,7110039,856698,,,United States of America,Panama,Annual,USD,US$,2016,0,0,1,0,0,3774.604036665916,3.929141044616699,321.4188232421875,52132290560,18036648050688,13268.114,56115.719,75648,9529106,2.5,0,0,,,1,.278032,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
ZAF,PAN,,,1891,1632,,,South Africa,Panama,Annual,USD,US$,2016,0,0,0,0,0,12123.3739320713,3.929141044616699,54.9569206237793,52132290560,314571948032,13268.114,5723.9731,75648,1219912,7,0,0,,,0,.109265,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ZWE,PAN,2140,,,,,,Zimbabwe,Panama,Annual,USD,US$,2016,0,0,0,0,0,12480.93685640259,3.929141044616699,15.60275077819824,52132290560,14419185664,13268.114,924.1438,75648,390759,7,0,0,,,0,.13393299,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ARG,PER,,,245407,729502,,,Argentina,Peru,Annual,USD,US$,2016,0,1,1,0,0,2954.814115221977,31.37667083740234,43.41675567626953,189111140352,583168557056,6027.126,13431.878,1285216,2766889,2,0,0,,,0,.87184495,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
ARM,PER,,,37,,,,Armenia,Peru,Annual,USD,US$,2016,0,0,0,0,0,13449.119666362,31.37667083740234,3.017712116241455,189111140352,10529182720,6027.126,3489.1277,1285216,29800,9,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
AUS,PER,7805,,6571554,,,,Australia,Peru,Annual,USD,US$,2016,0,0,0,0,0,13279.62305865555,31.37667083740234,23.78116989135742,189111140352,1339140472832,6027.126,56310.957,1285216,7686848,9.6499996,0,0,,,0,.28784099,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BHR,PER,,,4652,,,,"Bahrain, Kingdom of",Peru,Annual,USD,US$,2016,0,0,0,0,0,14254.17166599541,31.37667083740234,1.37723696231842,189111140352,31125850112,6027.126,22600.215,1285216,678,8,0,0,,,0,.0078509999,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BOL,PER,,871360,42874,83491816,,,"Bolivia, Plurinational State of",Peru,Annual,USD,US$,2016,1,1,1,0,0,1372.791281433177,31.37667083740234,10.72470474243164,189111140352,32997685248,6027.126,3076.792,1285216,1098581,1,0,0,,,0,.88029599,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
BRA,PER,,5414745,428445,6338452,,21459649,Brazil,Peru,Annual,USD,US$,2016,1,0,0,0,0,3592.375775878143,31.37667083740234,207.8475341796875,189111140352,1774724841472,6027.126,8538.5898,1285216,8511920,1.5,0,0,,,0,.83605802,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CAN,PER,,,41453202,178,,,Canada,Peru,Annual,USD,US$,2016,0,0,0,0,0,6708.898975266648,31.37667083740234,35.85177230834961,189111140352,1550536540160,6027.126,43248.531,1285216,9976139,.41666651,0,0,,,0,.45115799,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
CHE,PER,3259,,9423975,28199,,,Switzerland,Peru,Annual,USD,US$,2016,0,0,0,0,0,10503.94856054954,31.37667083740234,8.286975860595703,189111140352,670789926912,6027.126,80945.078,1285216,41288,6,0,0,,,0,.51379198,0,0,0,fr,ge,fr,ge,1,1,1,,0,0
CHL,PER,1414507,643798,1391676,633674,800791,,Chile,Peru,Annual,USD,US$,2016,1,1,1,0,0,2534.11746093874,31.37667083740234,17.94814109802246,189111140352,240796385280,6027.126,13416.229,1285216,756945,0,0,0,,,0,.78128397,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CHN,PER,,,101041,1164,108907840,,China,Peru,Annual,USD,US$,2016,0,0,0,0,0,16938.90644708328,31.37667083740234,1371.219970703125,189111140352,11007720161280,6027.126,8027.6836,1285216,9572378,11,0,0,,,0,0,0,0,0,fr,so,fr,ge,1,1,1,,0,0
CHT,PER,,,243800,1072100,,,Chinese Taipei,Peru,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,PER,,8483,11499725,17681471,,583,Colombia,Peru,Annual,USD,US$,2016,1,1,1,0,0,1945.451088348913,31.37667083740234,48.22870254516602,189111140352,292080156672,6027.126,6056.1479,1285216,1141748,0,0,0,,,0,.91890895,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CRI,PER,75571,14579,947758,125135,,,Costa Rica,Peru,Annual,USD,US$,2016,0,1,1,0,0,2517.364490872621,31.37667083740234,4.807849884033203,189111140352,54136836096,6027.126,11260.093,1285216,51076,1,0,0,,,0,.862221,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CUB,PER,,10086,,,,,Cuba,Peru,Annual,USD,US$,2016,0,1,1,0,0,3734.384672574711,31.37667083740234,11.38956165313721,189111140352,,6027.126,,1285216,110861,0,0,0,,,0,.30453598,0,1,1,fr,so,fr,fr,1,1,0,,0,0
DOM,PER,,,1925032,6236,,,Dominican Republic,Peru,Annual,USD,US$,2016,0,1,1,0,0,3427.274178663731,31.37667083740234,10.52839088439941,189111140352,68102619136,6027.126,6468.4736,1285216,48734,1,0,0,,,0,.91904396,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
EEC,PER,121698,,402022139,3427498,412432114,392,European Union,Peru,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,PER,,,1725795,,,,Egypt,Peru,Annual,USD,US$,2016,0,0,0,0,0,12330.88022116432,31.37667083740234,91.50808715820313,189111140352,330778542080,6027.126,3614.7466,1285216,1001449,7,0,0,,,0,.001956,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
HKG,PER,,,27132,9278,,,"Hong Kong, China",Peru,Annual,USD,US$,2016,0,0,0,0,0,18346.20685250893,31.37667083740234,7.305699825286865,189111140352,309234499584,6027.126,42327.84,1285216,1092,11,0,0,,,0,.077154003,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
IDN,PER,,,465,,,,Indonesia,Peru,Annual,USD,US$,2016,0,0,0,0,0,18049.17281462898,31.37667083740234,257.5638122558594,189111140352,861933993984,6027.126,3346.4871,1285216,1933658,11,0,0,,,0,.026973,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
IND,PER,,,2722113,299869,20344943,,India,Peru,Annual,USD,US$,2016,0,0,0,0,0,16916.31833182983,31.37667083740234,1311.050537109375,189111140352,2095398387712,6027.126,1598.259,1285216,3287590,10.5,0,0,,,0,.01266,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ISR,PER,,,257000,,,,Israel,Peru,Annual,USD,US$,2016,0,0,0,0,0,12692.16371247978,31.37667083740234,8.380399703979492,189111140352,299415699456,6027.126,35728.094,1285216,21621,7,0,0,,,0,.0095640002,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
JOR,PER,,,57449,,,,Jordan,Peru,Annual,USD,US$,2016,0,0,0,0,0,12786.5790752449,31.37667083740234,7.594546794891357,189111140352,37517410304,6027.126,4940.0459,1285216,91862,7,0,0,,,0,.016248001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
JPN,PER,,,9916658,,,,Japan,Peru,Annual,USD,US$,2016,0,0,0,0,0,15653.81881071243,31.37667083740234,126.9584732055664,189111140352,4123257733120,6027.126,32477.215,1285216,377801,10,0,0,,,0,.0059490004,0,0,0,fr,ge,fr,ge,1,1,1,,0,0
KAZ,PER,,,1722,,,,Kazakhstan,Peru,Annual,USD,US$,2016,0,0,0,0,0,14937.82380965767,31.37667083740234,17.54412651062012,189111140352,184388435968,6027.126,10509.981,1285216,2717300,10.5,0,0,,,0,.029069999,0,1,1,fr,so,fr,fr,1,1,0,,0,0
KOR,PER,,748,25858332,78638,43823837,,"Korea, Republic of",Peru,Annual,USD,US$,2016,0,0,0,0,0,16307.29979620666,31.37667083740234,50.61704635620117,189111140352,1377873166336,6027.126,27221.525,1285216,99484,10,0,0,,,0,.040383,0,0,0,fr,ge,fr,ge,1,1,1,,0,0
MAC,PER,,,206,,,,"Macao, China",Peru,Annual,USD,US$,2016,0,0,0,0,0,18437.18359375,31.37667083740234,.5876060128211975,189111140352,46177533952,6027.126,78585.875,1285216,25,11,0,0,,,0,.083823003,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MAR,PER,,,,,4702381,,Morocco,Peru,Annual,USD,US$,2016,0,0,0,0,0,8901.210511012268,31.37667083740234,34.37751007080078,189111140352,100593287168,6027.126,2926.1365,1285216,710850,5,0,0,,,0,.001902,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MDA,PER,,,1373,,,,"Moldova, Republic of",Peru,Annual,USD,US$,2016,0,0,0,0,0,12090.44634180031,31.37667083740234,3.554150104522705,189111140352,6568288768,6027.126,1848.0618,1285216,33700,7,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
MDG,PER,,,942,,,,Madagascar,Peru,Annual,USD,US$,2016,0,0,0,0,0,13028.35751056557,31.37667083740234,24.23538970947266,189111140352,9738652672,6027.126,401.83603,1285216,587041,8,0,0,,,0,.25319999,1,1,0,fr,fr,fr,fr,1,0,0,,0,0
MEX,PER,,3524504,3476035,127791,214481492,,Mexico,Peru,Annual,USD,US$,2016,0,1,1,0,0,4607.419520052242,31.37667083740234,127.0172271728516,189111140352,1143793123328,6027.126,9005.0234,1285216,1967210,2,0,0,,,0,.90092093,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
MUS,PER,,,223,,,,Mauritius,Peru,Annual,USD,US$,2016,0,0,0,0,0,13904.52149757767,31.37667083740234,1.262604951858521,189111140352,11681761280,6027.126,9252.1113,1285216,2045,9,0,0,,,0,.29695499,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
